PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
6605,144213617,14218,CC(C)(CO)COC(=O)C(C)(C)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6606,144213618,135,C1=CC(=CC=C1C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6607,144213619,15294,COC(=O)C1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6608,144213620,8183,CCCCCCCCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6609,144213621,8119,C1CCCNCC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6610,144213622,9993,C1=CC(=CC=C1F)Br,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,Enamine
6611,144213623,1133,C(C(=O)O)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6612,144213624,7977,C1=CC=NC(=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6613,144213625,12736,C(CCCCCC(=O)O)CCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6614,144213626,7713,C1=CC=C(C=C1)OCCOC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6615,144213627,6868,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,LightBiologicals
6616,144213628,31243,CSC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6617,144213629,16949,C1CC2C(O2)CC1COC(=O)C3CCC4C(C3)O4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6618,144213630,14716,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
6619,144213631,24639,[NH4+].[O-]Cl(=O)(=O)=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6620,144213632,2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,Inactive,0,,,inactive,inactive,,0,active agonist,47.1284,53.0215,inconclusive agonist,58.2036,26.4363,inactive,,0,inactive,LightBiologicals
6621,144213633,8906,CCCCCCCCCCCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6622,144213634,6732,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6623,144213635,7635,CCCCC(CC)COC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,9.22465,60.4098,inactive,SIGMA
6624,144213636,6809,C1=CC=C2C(=C1)C(=O)NC2=O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inconclusive agonist,,35.2233,inactive,Enamine
6625,144213637,13522,CCO[Si](CCC#N)(OCC)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,48.9722,62.3368,inactive,SIGMA
6626,144213638,5798,C1=CC=C2C(=C1)NC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6627,144213639,5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,52.879,20.5867,inconclusive,,,inactive,SIGMA
6628,144213640,8872,CCCCCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6629,144213641,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6630,144213642,8404,C1CCC2=CC=CC=C2C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,Enamine
6631,144213643,31241,CCCCC(CC)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6632,144213644,7352,CC(C)COC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6633,144213645,7993,CN(C)CCCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6634,144213646,7026,CN(C)CC1=CC(=C(C(=C1)CN(C)C)O)CN(C)C,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,LightBiologicals
6635,144213647,13521,CCO[Si](CCCN)(OCC)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6636,144213648,31244,COC1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6637,144213649,10377,CCCCCC1=CC(=CC(=C1)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,,,inactive,SIGMA
6638,144213650,13271,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,44.0584,active agonist,11.8381,21.7494,inactive,,0,inactive,SIGMA
6639,144213651,9076,CCOC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6640,144213652,7153,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6641,144213653,5333,C1=CC(=CC=C1N)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6642,144213654,6672,CC1=C(C(=CC=C1)C)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,LightBiologicals
6643,144213655,7207,CC1=C(C=CC(=C1)Cl)OCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,Crescent
6644,144213656,8462,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6645,144213657,60196435,CC(=O)N1[C@@H]2[C@H]1[C@@]3([C@H](C4=C(C=C(C=C4OC)C=O)N(C2)O3)COC(=O)N)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active agonist,21.8724,29.7443,inactive,Astellas Pharma
6646,144213658,17355,CC(=O)CCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6647,144213659,6184,CCCCCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,LightBiologicals
6648,144213660,142482,CCCC1CCC(=O)CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Frinton Laboratories
6649,144213661,60196436,CC(C)(CNC1=NC=C2C(=CC(=O)N(C2=N1)C)OC3=C(C=C(C=C3)F)F)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,54.941,67.2862,inactive,Roche
6650,144213662,795,C1=CN=CN1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6651,144213663,971,C(=O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6652,144213664,20083,CCCCCCC(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6653,144213665,38284,C1=CC=C(C=C1)OC2=CC=CC(=C2)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,Enamine
6654,144213666,10068207,CC1=C(C2=C(O1)C(=CC=C2)NC(=O)C3=C(C=CC=C3Cl)Cl)C(C)(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,16.402,-60.8835,inactive,Astellas Pharma
6655,144213667,7916,CC(=C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6656,144213668,17318,CC(=C)C(=O)OCCC[Si](OC)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6657,144213669,59086459,CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,Roche
6658,144213670,69861,CC(C)(C)C1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6659,144213671,22463,C1=CC2=C(C=CC(=C2)SSC3=CC4=C(C=C3)C=C(C=C4)O)C=C1O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,TCI
6660,144213672,33286,C[N+](C)(CC=C)CC=C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6661,144213673,20352,CCCCOC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,10.3502,29.9151,inactive,SIGMA
6662,144213674,6928,CCC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)CC)C(C)(C)C)O,Inconclusive,5,,,inconclusive,active agonist,25.5045,101.629,active antagonist,20.2589,-65.0204,inactive,,0,active antagonist,11.8381,-105.956,inactive,TCI
6663,144213675,62306,CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Crescent
6664,144213676,171144,CCCCCCCCCCCCC1=CC=CC=C1O,Inconclusive,5,,,inconclusive,inconclusive agonist,48.9662,68.9914,inconclusive antagonist,29.1673,-52.1867,inactive,,0,active antagonist,25.5014,-95.7495,inactive,LightBiologicals
6665,144213677,15133,C1=CC(=CC(=C1)CN)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6666,144213678,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6667,144213679,7979,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6668,144213680,62277,C(NC(=O)N(CO)C1C(=O)N(C(=O)N1CO)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6669,144213681,61040,CC(=CCCC(C)(C=C)OC=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6670,144213682,8469,CCOC(=O)C1C(O1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6671,144213683,5367893,CCCCCCCC/C=C/CCCCCCCC1=NCCN1CCO,Inconclusive,5,,,inconclusive,inconclusive agonist,54.941,28.8909,inconclusive antagonist,48.9662,-71.0503,inactive,,0,active antagonist,27.5357,-119.06,inactive,ChemService
6672,144213684,17816,CC(C)CC(=O)OCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6673,144213685,11074431,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6674,144213686,87984,CCN(CCN)C1=CC=CC(=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6675,144213687,7948,CC1=CC(=CC(=C1)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6676,144213688,70837,C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6677,144213689,9850056,CC1=CC2=C(C=C1)OC(=C2C3=CC=C(C=C3)Cl)CN(CC4=CC=CC=C4)C(=O)NC5=C(C=C(C=C5F)F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Astellas Pharma
6678,144213690,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
6679,144213691,60196348,CCN(CC)C(=O)C1=CC(=C(C=C1N(CC)CCN(C)C)N2CCC(CC2)C3=CC=CC=C3)S(=O)(=O)CC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,NCGCChem
6680,144213692,8559,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6681,144213693,22697,CCC(=O)C1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6682,144213694,62823,CCCCC(CC)CO[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6683,144213695,6054,C1=CC=C(C=C1)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6684,144213696,12301,CCOCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6685,144213697,6654,CC1=CCC2CC1C2(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6686,144213698,3420996,CCC(C)(C)C1CCC(CC1)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6687,144213699,23692768,C1CCC(CC1)OC(=O)CC(C(=O)OC2CCCCC2)S(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6688,144213700,5780,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6689,144213701,11769095,CCCC[N+]1(CCCC1)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6690,144213702,5281168,CCC/C=C/C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6691,144213703,68589,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,47,,,active agonist,active agonist,29.0567,107.277,active antagonist,29.0567,-77.4688,inconclusive agonist,,17.2435,active antagonist,14.845,-95.9862,inactive,SIGMA
6692,144213704,82343,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)NC3=CC=C(C=C3)C(C)(C)C4=CC=CC=C4,Inactive,0,,,inactive,inactive,,0,inconclusive,,,inactive,,0,inactive,,0,inactive,TCI
6693,144213705,7360,C1CC(OC1)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6694,144213706,24434,[N+](=O)([O-])[O-].[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6695,144213707,16682834,CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,Inconclusive,5,,,inconclusive,active agonist,17.3739,32.8754,active antagonist,9.22352,-50.0658,inactive,,0,active antagonist,0.940221,-96.5071,inactive,SIGMA
6696,144213708,62630,C1C(O1)COC2=CC=C(C=C2)C(C3=CC=C(C=C3)OCC4CO4)C(C5=CC=C(C=C5)OCC6CO6)C7=CC=C(C=C7)OCC8CO8,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,,18.9549,inactive,,0,inconclusive,SIGMA
6697,144213709,20087,CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,LightBiologicals
6698,144213710,88069,CC1=CC2=C(C=C1)C(=O)OC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6699,144213711,5362708,CCCCCCCCC/C=C/CC1CC(=O)OC1=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6700,144213712,13282,C1=CC=C(C=C1)OP(=O)(O)OC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6701,144213713,7972,CN1CCOCC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6702,144213714,8861,C1=CC(=NC(=C1)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA
6703,144213715,5094,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6704,144213716,60196438,CC1=CC(=C(C=C1)C(=O)[N-]S(=O)(=O)/C=C/C2=CC=C(C=C2)OC)Cl.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Roche
6705,144213717,14503,C1(=C(SSC1=O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,52.8725,-65.7833,inactive,Chemos
6706,144213718,10345790,CN1C2=NC(=NC=C2CN(C1=O)C3=CC=CC=C3Br)NC4=CC5=C(C=C4)OC(CO5)CO,Inconclusive,5,,,inconclusive,inconclusive agonist,,16.7642,active antagonist,0.245412,-32.9268,inactive,,0,inconclusive antagonist,0.462271,-35.584,inactive,Roche
6707,144213719,31404,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6708,144213720,22311,CC1=CCC(CC1)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
6709,144213721,10160166,C1=CC(=CC(=C1)N(CC2=CN=CC=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F)C(=O)O,Inactive,0,,,inactive,inactive,,0,active agonist,9.40221,44.9099,inactive,,0,inactive,,0,inactive,Roche
6710,144213722,250948,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC(=C)[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6711,144213723,12525,CC(=O)[O-].CC(=O)[O-].[Mn+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,4.89662,54.889,inactive,SIGMA
6712,144213724,87244,CC[Si](OC(=O)C)(OC(=O)C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6713,144213725,15286,CCCOCC(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
6714,144213726,3023,C1=CC=C2C(=C1)C3=CC=CC=C3S2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6715,144213727,132932,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)F)C3=CC=C(C=C3)S(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Astellas Pharma
6716,144213728,34306,CC(C)CCCCCOC(=O)CS,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6717,144213729,2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6718,144213730,11173,CC(=CCO)C,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SIGMA
6719,144213731,91511,C1C(O1)COC2=CC=C(C=C2)CC3=CC=C(C=C3)OCC4CO4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6720,144213732,32933,CCCCCCCCCCC=CC1CC(=O)OC1=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6721,144213733,14127,CCCCCCOC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,,,inactive,LightBiologicals
6722,144213734,6440554,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\Cl)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,EQ Laboratories
6723,144213735,83572,CC(C)(C)C(=O)CCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6724,144213736,71485,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6725,144213737,23667638,C1(=NC(=O)N(C(=O)N1Cl)Cl)[O-].O.O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6726,144213738,80779,CC(=O)NC1=CC(=C(C=C1)OC)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Enamine
6727,144213739,8121,CC(=O)OCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6728,144213740,82227,CC1=CC[C@@H]2C[C@H]1C2(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6729,144213741,14642,CCCCCCCCOC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,0.549477,-36.9923,inactive,Alfa Aesar
6730,144213742,69144,CC(C)C(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6731,144213743,11193251,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,Inconclusive,5,,,inconclusive,inconclusive agonist,36.9535,20.5571,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6732,144213744,369976,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)NC(=O)CCl)OC)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,17.7219,inconclusive antagonist,,,inactive,SIGMA
6733,144213745,94377,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6734,144213746,524314,CCCCC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
6735,144213747,75908,CCCC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6736,144213748,8816,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],Inconclusive,5,,,inconclusive,inconclusive agonist,57.407,20.4919,inconclusive antagonist,57.407,-44.565,inactive,,0,active antagonist,25.1554,-119.533,inactive,SIGMA
6737,144213749,31218,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6738,144213750,8348,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6739,144213751,11982778,CC1=C(C=CO1)C(=O)NC2=CC=C(C=C2)C(=O)N3C4=CC=CC=C4/C(=C/C(=O)N5CCC(CC5)N6CCCCC6)/C(CC3)(F)F.CC1=C(C=CO1)C(=O)NC2=CC=C(C=C2)C(=O)N3C4=CC=CC=C4/C(=C/C(=O)N5CCC(CC5)N6CCCCC6)/C(CC3)(F)F.C(=C/C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,Astellas Pharma
6740,144213752,5365811,CCC(=O)/C=C/C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6741,144213753,27461,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6742,144213754,86472,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
